ms_uri,source_id,record_id,country,state_or_province,other_names,location,crs,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__630,https://mrdata.usgs.gov/major-deposits,630,United States,Minnesota,"",POINT (-91.756 47.801),EPSG:4326,Maturi,"Nickel,platinum-group elements,Copper","Igneous,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000290,https://mrdata.usgs.gov/mrds,10000290,United States,Alaska,"",POINT (-133.09883 56.98363),EPSG:4326,Unnamed (vicinity Kane Peak),platinum-group elements,"Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001627,https://mrdata.usgs.gov/mrds,10001627,United States,Alaska,"",POINT (-131.57565 55.10585),EPSG:4326,Yellow Hill,"Asbestos,platinum-group elements,Chromium",Arc U-M intru- sion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002226,https://mrdata.usgs.gov/mrds,10002226,United States,Alaska,"",POINT (-137.45212 58.5397),EPSG:4326,"Unnamed (Gulf of Alaska coast:  Includes Topsy Creek, Dagelet River, and Oregon King Consolidated claims)","Chromium,Iron,Zirconium,Titanium,Gold,platinum-group elements","Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234,https://mrdata.usgs.gov/mrds,10002234,United States,Alaska,"",POINT (-136.92904 58.55388),EPSG:4326,Brady Glacier Nickel-Copper Prospect,"Copper,Nickel,platinum-group elements,Cobalt","Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002282,https://mrdata.usgs.gov/mrds,10002282,United States,Alaska,"",POINT (-136.61208 58.34971),EPSG:4326,Unnamed (Brady Glacier outwash),"Gold,Titanium,platinum-group elements,Zirconium","Heavy mineral sands,Paleoplacer heavy mineral sands"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002299,https://mrdata.usgs.gov/mrds,10002299,United States,Alaska,"",POINT (-161.73268 58.93925),EPSG:4326,Red Mountain,"Copper,Nickel,Chromium,platinum-group elements,Gold",Arc U-M intru- sion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002300,https://mrdata.usgs.gov/mrds,10002300,United States,Alaska,"",POINT (-161.77768 58.91536),EPSG:4326,Red Mountain,"platinum-group elements,Gold",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002301,https://mrdata.usgs.gov/mrds,10002301,United States,Alaska,"4a-1a,Discovery,Claims,2b,Susie Bench,1b",POINT (-161.77962 58.95481),EPSG:4326,Clara Creek Platinum-Gold Placer Mine,"platinum-group elements,Gold,Chromium",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002302,https://mrdata.usgs.gov/mrds,10002302,United States,Alaska,"",POINT (-161.70518 58.94981),EPSG:4326,Dowry Creek Platinum Placer,"Gold,Chromium,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002303,https://mrdata.usgs.gov/mrds,10002303,United States,Alaska,"",POINT (-161.71268 58.93925),EPSG:4326,Boulder Creek,"Chromium,Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002304,https://mrdata.usgs.gov/mrds,10002304,United States,Alaska,"",POINT (-161.71268 58.93925),EPSG:4326,Last Chance Creek,"Chromium,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002305,https://mrdata.usgs.gov/mrds,10002305,United States,Alaska,"3b L,Discovery,L,Aileen Bench,Claims,1b-3b,B",POINT (-161.73185 58.92314),EPSG:4326,Squirrel Creek Platinum Placer,"Chromium,Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002306,https://mrdata.usgs.gov/mrds,10002306,United States,Alaska,"Claims,1a,Discovery",POINT (-161.74907 58.92119),EPSG:4326,Fox Gulch Platinum Placer,"Chromium,Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002307,https://mrdata.usgs.gov/mrds,10002307,United States,Alaska,Claims,POINT (-161.74462 58.86981),EPSG:4326,Salmon River Platinum Placer Mine,"Gold,Mercury,platinum-group elements,Chromium",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002308,https://mrdata.usgs.gov/mrds,10002308,United States,Alaska,"",POINT (-161.71269 58.97925),EPSG:4326,McCann Creek,"platinum-group elements,Chromium",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002318,https://mrdata.usgs.gov/mrds,10002318,United States,Alaska,"",POINT (-154.44243 56.97937),EPSG:4326,South Kodiak Island Beaches,"Gold,Chromium,platinum-group elements","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002402,https://mrdata.usgs.gov/mrds,10002402,United States,Alaska,"",POINT (-133.78614 57.98392),EPSG:4326,Snettisham Iron-Titanium-Vanadium Prospect,"Copper,platinum-group elements,Titanium,Metal,Iron,Vanadium,Titanium, Metal","Arc U-M intrusion titanium- vanadium,U-M layered intrusion iron-titanium- vanadium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002470,https://mrdata.usgs.gov/mrds,10002470,United States,Alaska,"",POINT (-139.58224 59.43968),EPSG:4326,Situk Beach,"Gold,Titanium,Zirconium,platinum-group elements,Iron","Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002471,https://mrdata.usgs.gov/mrds,10002471,United States,Alaska,"",POINT (-139.43223 59.37969),EPSG:4326,Blacksand Beach,"Titanium,Gold,platinum-group elements,Zirconium,Iron","Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002476,https://mrdata.usgs.gov/mrds,10002476,United States,Alaska,Wilson Creek,POINT (-161.88961 61.87374),EPSG:4326,Disappointment Creek Gold-Platinum Placer Mine,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002477,https://mrdata.usgs.gov/mrds,10002477,United States,Alaska,"",POINT (-161.89294 61.87541),EPSG:4326,Wilson Creek Gold Placer,"Gold,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002606,https://mrdata.usgs.gov/mrds,10002606,United States,Alaska,Vinasale,POINT (-155.71291 62.69556),EPSG:4326,Alder Gulch,"platinum-group elements,Silver,Gold,Tungsten,Antimony,Bismuth",Fluvial placer gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003143,https://mrdata.usgs.gov/mrds,10003143,United States,Alaska,"",POINT (-161.06372 68.24948),EPSG:4326,Misheguk Mountain--west,"platinum-group elements,Nickel,Chromium",Ophiolite chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003252,https://mrdata.usgs.gov/mrds,10003252,United States,Alaska,"",POINT (-166.20556 65.07178),EPSG:4326,Gold Run Creek Placer,"Tungsten,Gold,platinum-group elements,Mercury","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003254,https://mrdata.usgs.gov/mrds,10003254,United States,Alaska,"",POINT (-166.19418 65.11095),EPSG:4326,Bluestone River Placer,"Gold,Mercury,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003351,https://mrdata.usgs.gov/mrds,10003351,United States,Alaska,"",POINT (-145.62318 67.38978),EPSG:4326,Christian River Chromium,"Chromium,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003394,https://mrdata.usgs.gov/mrds,10003394,United States,Alaska,"",POINT (-161.90374 68.24946),EPSG:4326,Avan Hills,"Chromium,platinum-group elements",Ophiolite chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003399,https://mrdata.usgs.gov/mrds,10003399,United States,Alaska,"",POINT (-141.2025 62.29972),EPSG:4326,Carden Hills,"Chromium,platinum-group elements",Ophiolite chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003416,https://mrdata.usgs.gov/mrds,10003416,United States,Alaska,"",POINT (-153.07248 58.09941),EPSG:4326,Muskomee Bay,"platinum-group elements,Lead,Gold",Vein polymetallic
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003646,https://mrdata.usgs.gov/mrds,10003646,United States,Alaska,"",POINT (-132.88962 56.12167),EPSG:4326,Unnamed On Blashke Islands,"Copper,platinum-group elements,Chromium,Nickel",Arc U-M intru- sion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10008229,https://mrdata.usgs.gov/mrds,10008229,United States,Wyoming,"Lake Owen layered mafic igneous,Lake Owen and Lake Creek titaniferous magnetite,Lake Owens,Lake Owens Mafic Complex",POINT (-106.09333 41.13389),EPSG:4326,Lake Owen Complex,"Titanium, Metal,Copper,Iron,Metal,Silver,Vanadium,Titanium,Gold,Cobalt,Nickel,platinum-group elements",U-M layered intrusion iron-titanium- vanadium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024459,https://mrdata.usgs.gov/mrds,10024459,Canada,Ontario,"",POINT (-80.80033 46.58193),EPSG:4326,Falconbridge Mine,"Silver,Cobalt,Tellurium,Nickel,Copper,Gold,platinum-group elements,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024460,https://mrdata.usgs.gov/mrds,10024460,Canada,Ontario,East Falconbridge,POINT (-80.78255 46.58193),EPSG:4326,"East Mine, Falconbridge Limited","Nickel,Gold,Tellurium,Selenium,Cobalt,Copper,Silver,platinum-group elements",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024461,https://mrdata.usgs.gov/mrds,10024461,Canada,Ontario,North Mine,POINT (-81.3534 46.65693),EPSG:4326,Fecunis-North Mine,"Nickel,platinum-group elements,Tellurium,Cobalt,Gold,Selenium,Copper,Silver",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024462,https://mrdata.usgs.gov/mrds,10024462,Canada,Ontario,"",POINT (-81.35118 46.66527),EPSG:4326,Fraser Mine,"Gold,platinum-group elements,Selenium,Silver,Tellurium,Copper,Nickel,Cobalt",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024463,https://mrdata.usgs.gov/mrds,10024463,Canada,Ontario,"",POINT (-81.33896 46.67499),EPSG:4326,Strathcona Mine,"Gold,Copper,Cobalt,Nickel,Silver,Tellurium,platinum-group elements,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024464,https://mrdata.usgs.gov/mrds,10024464,Canada,Ontario,"",POINT (-81.32535 46.43249),EPSG:4326,Lockerby Mine,"platinum-group elements,Nickel,Cobalt,Selenium,Silver,Copper,Gold,Tellurium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024465,https://mrdata.usgs.gov/mrds,10024465,Canada,Ontario,"",POINT (-81.17895 46.4611),EPSG:4326,Creighton Mine,"platinum-group elements,Cobalt,Silver,Gold,Copper,Selenium,Tellurium,Nickel","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024466,https://mrdata.usgs.gov/mrds,10024466,Canada,Ontario,"",POINT (-81.35118 46.42916),EPSG:4326,Crean Hill Mine,"Gold,Selenium,Tellurium,platinum-group elements,Silver,Nickel,Cobalt,Copper",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467,https://mrdata.usgs.gov/mrds,10024467,Canada,Ontario,"",POINT (-81.00617 46.54721),EPSG:4326,Little Stobie Mine,"Tellurium,Copper,Nickel,Gold,platinum-group elements,Cobalt,Silver,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024468,https://mrdata.usgs.gov/mrds,10024468,Canada,Ontario,"Murray Mine Surface Operations Known As Clarabelle No,2 Open Pit",POINT (-81.06645 46.51332),EPSG:4326,Murray Mine,"Tellurium,Gold,Selenium,Silver,platinum-group elements,Cobalt,Nickel,Copper",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469,https://mrdata.usgs.gov/mrds,10024469,Canada,Ontario,Frood-Stobie,POINT (-80.99422 46.53832),EPSG:4326,Stobie Mine,"Tellurium,Cobalt,platinum-group elements,Silver,Gold,Copper,Nickel,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024470,https://mrdata.usgs.gov/mrds,10024470,Canada,Ontario,"",POINT (-81.05811 46.51666),EPSG:4326,Clarabelle No. 2 Open Pit,"Gold,platinum-group elements,Nickel,Silver,Copper,Selenium,Cobalt,Tellurium","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024471,https://mrdata.usgs.gov/mrds,10024471,Canada,Ontario,"",POINT (-81.07895 46.45916),EPSG:4326,Copper Cliff South Mine,"Nickel,Silver,Gold,Selenium,Copper,Tellurium,platinum-group elements,Cobalt","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024472,https://mrdata.usgs.gov/mrds,10024472,Canada,Ontario,Frood-Stobie,POINT (-81.00811 46.52499),EPSG:4326,Frood Mine,"Cobalt,Tellurium,Gold,Silver,platinum-group elements,Selenium,Nickel,Copper",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024473,https://mrdata.usgs.gov/mrds,10024473,Canada,Ontario,"",POINT (-81.45951 46.3786),EPSG:4326,Totten Mine,"Nickel,Copper,Cobalt,Tellurium,Silver,platinum-group elements,Selenium,Gold",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024474,https://mrdata.usgs.gov/mrds,10024474,Canada,Ontario,"",POINT (-81.33646 46.67638),EPSG:4326,Coleman Mine,"Silver,platinum-group elements,Cobalt,Tellurium,Copper,Selenium,Gold,Nickel",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475,https://mrdata.usgs.gov/mrds,10024475,Canada,Ontario,"",POINT (-81.37757 46.65193),EPSG:4326,Levack Mine,"Silver,Selenium,Gold,Copper,Tellurium,Nickel,Cobalt,platinum-group elements",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476,https://mrdata.usgs.gov/mrds,10024476,Canada,Ontario,Mccreedy East Mine,POINT (-81.36646 46.64999),EPSG:4326,Levack East Mine,"Cobalt,Gold,Tellurium,Selenium,Nickel,Copper,platinum-group elements,Silver",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024477,https://mrdata.usgs.gov/mrds,10024477,Canada,Ontario,Levack West,POINT (-81.39979 46.63332),EPSG:4326,Mccreedy West Mine,"Selenium,Tellurium,Gold,Silver,Nickel,Cobalt,Copper,platinum-group elements",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024478,https://mrdata.usgs.gov/mrds,10024478,Canada,Ontario,"",POINT (-80.8581 46.56749),EPSG:4326,Garson Mine,"platinum-group elements,Silver,Tellurium,Selenium,Nickel,Gold,Copper,Cobalt",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024479,https://mrdata.usgs.gov/mrds,10024479,Canada,Manitoba,"",POINT (-98.15048 55.48478),EPSG:4326,Pipe No. 1 Mine,"Gold,Tellurium,Nickel,Cobalt,Selenium,platinum-group elements,Copper,Silver","Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024480,https://mrdata.usgs.gov/mrds,10024480,Canada,Manitoba,"",POINT (-97.85436 55.72007),EPSG:4326,Thompson Mine,"Copper,Silver,platinum-group elements,Nickel,Tellurium,Selenium,Gold,Cobalt","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024481,https://mrdata.usgs.gov/mrds,10024481,Canada,Manitoba,"",POINT (-97.9252 55.70229),EPSG:4326,Birchtree Mine,"Cobalt,platinum-group elements,Selenium,Tellurium,Nickel,Silver,Gold,Copper","Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024482,https://mrdata.usgs.gov/mrds,10024482,Canada,Manitoba,"",POINT (-98.15048 55.50006),EPSG:4326,Pipe No. 2 Open Pit,"Nickel,Silver,platinum-group elements,Gold,Selenium,Cobalt,Tellurium,Copper","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024513,https://mrdata.usgs.gov/mrds,10024513,Finland,"","",POINT (27.61977 62.57038),EPSG:4326,Kotalahti Mine,"Copper,platinum-group elements,Nickel","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024514,https://mrdata.usgs.gov/mrds,10024514,Finland,"","",POINT (25.05079 63.84213),EPSG:4326,Hitura Mine,"Copper,Nickel,platinum-group elements","Komatiite nickel-copper-PGE,Laterite nickel,Ophiolite nickel-copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024515,https://mrdata.usgs.gov/mrds,10024515,Finland,"",Stormi Mine,POINT (24.90277 61.33181),EPSG:4326,Vammala Mine,"Copper,platinum-group elements,Nickel","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024527,https://mrdata.usgs.gov/mrds,10024527,Canada,Quebec,"",POINT (-73.29095 61.67519),EPSG:4326,Donaldson Deposit,"Copper,Nickel,platinum-group elements","Komatiite nickel-copper-PGE,Laterite nickel"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024570,https://mrdata.usgs.gov/mrds,10024570,Burundi,"",Buhinda Nickel Project,POINT (30.25128 -3.74809),EPSG:4326,Musongati Deposit,"Chromium,Copper,Nickel,Cobalt,platinum-group elements",Laterite nickel
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024572,https://mrdata.usgs.gov/mrds,10024572,Canada,Ontario,East Falconbridge,POINT (-80.78255 46.58193),EPSG:4326,"East Mine, Falconbridge Limited","Selenium,Nickel,Copper,platinum-group elements,Cobalt,Tellurium,Silver,Gold",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024573,https://mrdata.usgs.gov/mrds,10024573,Canada,Ontario,"",POINT (-80.80033 46.58193),EPSG:4326,Falconbridge Mine,"Selenium,Copper,Silver,Tellurium,Cobalt,Gold,platinum-group elements,Nickel","Impact U-M intrusion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024574,https://mrdata.usgs.gov/mrds,10024574,Canada,Ontario,North Mine,POINT (-81.3534 46.65693),EPSG:4326,Fecunis-North Mine,"platinum-group elements,Selenium,Cobalt,Nickel,Copper,Gold,Tellurium,Silver",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024575,https://mrdata.usgs.gov/mrds,10024575,Canada,Ontario,"",POINT (-81.35118 46.66527),EPSG:4326,Fraser Mine,"Tellurium,Silver,Copper,platinum-group elements,Nickel,Selenium,Cobalt,Gold","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024576,https://mrdata.usgs.gov/mrds,10024576,Canada,Ontario,"",POINT (-81.32535 46.43249),EPSG:4326,Lockerby Mine,"Selenium,Copper,platinum-group elements,Tellurium,Cobalt,Silver,Gold,Nickel","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
